probka;ziolo;C2;1000,874;1002,803;1004,731;1006,66;1008,588;1010,517;1012,445;1014,373;1016,302;1018,23;1020,159;1022,087;1024,016;1025,944;1027,873;1029,801;1031,73;1033,658;1035,587;1037,515;1039,444;1041,372;1043,301;1045,229;1047,157;1049,086;1051,014;1052,943;1054,871;1056,8;1058,728;1060,657;1062,585;1064,514;1066,442;1068,371;1070,299;1072,228;1074,156;1076,084;1078,013;1079,941;1081,87;1083,798;1085,727;1087,655;1089,584;1091,512;1093,441;1095,369;1097,298;1099,226;1101,155
L1a;L;kalibracja;0,010464757;0,01046778;0,010645559;0,010814118;0,010899327;0,010902663;0,010933276;0,011072098;0,01118253;0,011213506;0,011322307;0,011472973;0,011490779;0,011524682;0,011508231;0,01152899;0,011513742;0,011469376;0,011396813;0,011363599;0,011283967;0,011145431;0,011086995;0,011052198;0,011076094;0,010989045;0,010799621;0,010674525;0,010639768;0,010646984;0,010554123;0,010423332;0,01041122;0,010308866;0,01022897;0,010257722;0,010246573;0,010080861;0,009754447;0,009426985;0,009337846;0,009370188;0,009268586;0,009044939;0,008926679;0,008885843;0,008824794;0,008779441;0,008635027;0,008638314;0,008783611;0,008891826;0,008877872
L1b;L;kalibracja;0,010633159;0,010676691;0,01082278;0,010936002;0,010917696;0,011038696;0,011187311;0,011321246;0,011442139;0,011475816;0,011469144;0,011641895;0,011778997;0,011805543;0,011783334;0,011853591;0,011853444;0,011769685;0,011680024;0,011638773;0,011560729;0,011423581;0,01144209;0,011429889;0,011392155;0,011356127;0,011117178;0,01094991;0,010832779;0,010791156;0,010709619;0,01055346;0,010454506;0,01033332;0,010281837;0,01031457;0,01028642;0,010149767;0,009912765;0,009656798;0,009484052;0,009330368;0,009200444;0,009070872;0,008902644;0,008823533;0,008677591;0,008603942;0,008506109;0,008585581;0,008779788;0,008881155;0,008907137
L1c;L;kalibracja;0,010486138;0,010557377;0,010748749;0,010929982;0,010990829;0,011110087;0,011213171;0,011231586;0,011348074;0,011473066;0,011423746;0,011507126;0,011691454;0,011759197;0,011792713;0,011783314;0,011775396;0,011786876;0,011721383;0,011626643;0,011453063;0,01127368;0,011238211;0,011424559;0,01141125;0,011226803;0,011010551;0,010874394;0,010769675;0,010713242;0,010558237;0,010437338;0,010433955;0,010375241;0,010314197;0,010303805;0,010282547;0,010135626;0,00990414;0,009641235;0,009451159;0,00936059;0,009213535;0,009023486;0,008905325;0,008838932;0,008812754;0,008764326;0,008580057;0,008581939;0,008790156;0,008898678;0,00889275
L2a;L;kalibracja;0,013124679;0,013270288;0,013488847;0,013665184;0,013844799;0,013976138;0,014032684;0,014072883;0,014088397;0,014058141;0,014028798;0,014022665;0,013981137;0,013894578;0,013850437;0,013708432;0,013513826;0,013327139;0,013052476;0,012903673;0,012895682;0,012770212;0,012671694;0,012581795;0,012463463;0,012292927;0,012061377;0,011852236;0,011670332;0,011469012;0,011302584;0,011100546;0,010875352;0,010743546;0,010649134;0,010588317;0,010483209;0,010299563;0,010105157;0,009871244;0,009646802;0,009479743;0,009335507;0,009092313;0,008901683;0,00888986;0,008896968;0,008821694;0,008811815;0,008804896;0,008794954;0,008825519;0,008798789
L2b;L;kalibracja;0,013179585;0,013302286;0,013493709;0,01366955;0,013832183;0,013928211;0,013988997;0,014030716;0,014124389;0,014105397;0,014083251;0,014047016;0,013990406;0,013941386;0,013808789;0,013633671;0,013476482;0,013336085;0,013142039;0,012954379;0,012892976;0,012829095;0,012740864;0,01263162;0,012517659;0,012325025;0,012086527;0,011857654;0,01162943;0,011426163;0,011276431;0,011098335;0,010900894;0,010799977;0,010721761;0,010591065;0,010438618;0,010354786;0,010235508;0,009987531;0,009685152;0,009449566;0,009279069;0,009116515;0,008943816;0,008856547;0,008802837;0,008837428;0,008881595;0,008860681;0,008820036;0,008840092;0,008780918
L2c;L;kalibracja;0,013080733;0,013222981;0,013480944;0,013692449;0,013789212;0,0139143;0,014002896;0,014036176;0,014060671;0,014054596;0,014052617;0,014008925;0,013952585;0,013837455;0,013673624;0,01353597;0,013422556;0,013321843;0,013113574;0,012910796;0,012810863;0,012732455;0,012723274;0,012643511;0,012510356;0,012290563;0,012070209;0,011921355;0,011695311;0,011478593;0,011347914;0,01118051;0,010970337;0,010787367;0,010644768;0,010494611;0,010406232;0,010369591;0,010194019;0,009887611;0,009626935;0,009444914;0,009327473;0,009179681;0,008982494;0,008836231;0,008795926;0,00880459;0,008837474;0,00884642;0,008859552;0,008839688;0,008775754
L3a;L;kalibracja;0,011481245;0,011766887;0,01204803;0,012234887;0,012443673;0,012617653;0,012705412;0,012751769;0,012807359;0,012833225;0,012866773;0,012873257;0,012898258;0,012882948;0,012810522;0,01271139;0,012587728;0,012523434;0,012508583;0,012425726;0,012330711;0,012265777;0,012270736;0,012253507;0,012173612;0,012083239;0,011899983;0,011649663;0,01151595;0,011404636;0,011251889;0,011138946;0,011021282;0,010932334;0,01081669;0,010653256;0,010533533;0,010469144;0,010344149;0,010176113;0,009985707;0,009719014;0,009561042;0,009472124;0,009355107;0,009270345;0,009274284;0,00925702;0,00922014;0,00923855;0,009247896;0,009227848;0,009199484
L3b;L;kalibracja;0,011509582;0,011736168;0,01199255;0,012226732;0,012444223;0,012599133;0,012682485;0,012735635;0,012803266;0,012875547;0,01293768;0,012960868;0,012981264;0,012920111;0,012821507;0,01268397;0,012559254;0,012508676;0,012450183;0,012354736;0,012301718;0,012282223;0,012271185;0,012240827;0,012138672;0,012009096;0,011868107;0,011687976;0,011534168;0,011420392;0,011256522;0,011175257;0,011104395;0,010945587;0,010806728;0,010714064;0,010581949;0,010429471;0,010340826;0,01022714;0,01000979;0,009749804;0,009555402;0,009415859;0,009308992;0,009251568;0,009252528;0,009242974;0,009213773;0,009256355;0,009296307;0,009267516;0,009203879
L3c;L;kalibracja;0,011482305;0,0117046;0,011961801;0,012233775;0,012462513;0,012551164;0,012645599;0,01274976;0,012771129;0,012781981;0,012862617;0,012889782;0,012898305;0,012915798;0,012823984;0,012687871;0,012606889;0,012517513;0,012428201;0,012332532;0,012263615;0,012225717;0,012241715;0,012213002;0,012107098;0,011983474;0,011849321;0,011670091;0,01151196;0,011409836;0,011291378;0,011143526;0,011004662;0,010903383;0,010798446;0,010662645;0,010553403;0,010438068;0,010304409;0,010193434;0,010002173;0,009761777;0,009574312;0,009437331;0,009293671;0,00921768;0,009276804;0,009275315;0,009230038;0,009253434;0,009256387;0,009242612;0,00920459
S1a;S;kalibracja;0,011246741;0,011276509;0,011433145;0,011669911;0,011805449;0,01184092;0,011861099;0,011950394;0,012096643;0,012251704;0,012361521;0,012491063;0,012657421;0,012755468;0,012794634;0,012690409;0,012457045;0,012189734;0,0119926;0,011940491;0,011932367;0,011855274;0,011733415;0,011558619;0,011317947;0,011019847;0,010710453;0,010481764;0,010299184;0,010022958;0,009724731;0,009504819;0,009309938;0,00913364;0,009006127;0,00894032;0,008917258;0,008841502;0,008685363;0,008530992;0,008406551;0,008318751;0,008231223;0,008194998;0,008209066;0,008173576;0,00815693;0,00819887;0,008253875;0,00826367;0,008269223;0,008308678;0,008326447
S1b;S;kalibracja;0,01122137;0,011259108;0,011412919;0,011629033;0,011759723;0,011795765;0,011838231;0,011962566;0,012134703;0,012255271;0,012380032;0,012458802;0,012537476;0,012658246;0,012704228;0,012587429;0,012375926;0,01210673;0,011900282;0,011886053;0,011923355;0,011816805;0,011669803;0,011490449;0,011273434;0,01104186;0,010780492;0,010510394;0,010271304;0,010039663;0,009798035;0,009571204;0,009356708;0,009170458;0,009029645;0,008967328;0,008938859;0,008856231;0,008738036;0,008547428;0,00843727;0,008374694;0,008297558;0,008232761;0,008147536;0,008101766;0,008158275;0,008200887;0,008239603;0,008287786;0,00831227;0,008371785;0,008394503
S1c;S;kalibracja;0,011223164;0,011263056;0,011451028;0,011643032;0,011754885;0,011827302;0,011867484;0,011988378;0,012134211;0,012276674;0,012389612;0,012476128;0,012606468;0,012750829;0,012778813;0,012675582;0,012466312;0,012191369;0,01202385;0,011990839;0,011956509;0,011850683;0,011708056;0,011503825;0,011277996;0,011017645;0,010748069;0,010544438;0,010350352;0,010088353;0,009806064;0,009576462;0,009373501;0,009203157;0,00910451;0,008986105;0,008923981;0,00886238;0,008706806;0,008554965;0,008443496;0,008358041;0,008275514;0,008209048;0,008169219;0,00813943;0,008155127;0,008201459;0,008266248;0,008316159;0,00831726;0,008301202;0,008318504
