S1a;0.09446353;0.09700564;0.09880763;0.1006139;0.1022384;0.1035818;0.105917;0.1093365;0.1117412;0.1118394;0.1114151;0.11171;0.1132617;0.1156072;0.1169499;0.1173013;0.1175012;0.1183858;0.1198346;0.1213707;0.1224586;0.1237419;0.1253899;0.1263612;0.1267492;0.1257167;0.1234049;0.1207568;0.1188039;0.1182877;0.1182072;0.1174435;0.1162363;0.1145047;0.1121205;0.1091674;0.1061024;0.1038369;0.1020282;0.09929177;0.09633741;0.09415887;0.09222829;0.0904818;0.0892186;0.08856669;0.08833823;0.08758776;0.08604097;0.08451171;0.08327894;0.08240916;0.08154207;0.08118321;0.08132257;0.08097099;0.08080609;0.08122157;0.08176647;0.08186351;0.08191852;0.08230937;0.08248539;0.08237347;0.08155204;0.07980244;0.0775324;0.07473488;0.07152361;0.06838229;0.06550689;0.0632398;0.06118673;0.05888399;0.05640937;0.05442078;0.05277437;0.0513798;0.0508435;0.05153691;0.05280082;0.05441992;0.05652119;0.05854635;0.06060618;0.06303516;0.06575572;0.06804781;0.06984589;0.07137786;0.07387289;0.07684261;0.07997186;0.08263265;0.08424719;0.08406565;0.08183286;0.07893997;0.07611632;0.07344735;0.07154955;0.07064645;0.06980374;0.06834424;0.06661138;0.06549762;0.0645974;0.06321606;0.062151;0.06081384;0.05963777;0.05912956;0.05935059;0.06003524;0.06083116;S
S1b;0.09854622;0.1007166;0.1030663;0.1053532;0.1072076;0.1080301;0.1100982;0.113638;0.1156816;0.1159862;0.1158462;0.1162358;0.1178237;0.1200548;0.121404;0.1217761;0.1222145;0.1234981;0.1252752;0.1265199;0.1278079;0.1286211;0.1294333;0.1306801;0.1311548;0.129949;0.1277655;0.1249864;0.1228551;0.1227082;0.1230933;0.1219933;0.1204757;0.1186241;0.1163837;0.113993;0.1112947;0.1085063;0.106038;0.1036466;0.1011521;0.09881036;0.09659597;0.09467317;0.09321947;0.09257612;0.09228222;0.09142919;0.09020898;0.0882412;0.08710396;0.08645794;0.08566161;0.08499266;0.08411282;0.08364031;0.08422369;0.0846636;0.08506329;0.08556072;0.08581349;0.08642791;0.08666244;0.08588184;0.0843645;0.08270031;0.08098239;0.07817313;0.07473925;0.07144286;0.06856215;0.06613687;0.06408314;0.06160188;0.05921249;0.0570156;0.05499169;0.05346732;0.0526368;0.05315086;0.05484779;0.05713031;0.05957212;0.06183353;0.06390151;0.06621931;0.06879546;0.07113738;0.0728804;0.07449166;0.07692297;0.08002526;0.08336657;0.08593579;0.08702371;0.08674146;0.08529539;0.08241901;0.07949965;0.07682554;0.07463545;0.07324642;0.07204786;0.07079802;0.06937684;0.06835578;0.06752911;0.066283;0.0653345;0.06362294;0.06235459;0.06220023;0.06236276;0.06300212;0.0637542;S
S1c;0.09917451;0.1016963;0.1036481;0.1055554;0.1070406;0.1085347;0.1109865;0.1144729;0.1168982;0.1167005;0.1158304;0.1162421;0.1181821;0.1201637;0.1213181;0.1220655;0.1224802;0.1237279;0.125233;0.1267033;0.1278689;0.1287618;0.130107;0.1315969;0.1318857;0.1308203;0.1286605;0.1258229;0.124094;0.1237533;0.123399;0.1223068;0.1208348;0.118727;0.1163963;0.1137093;0.1109271;0.1088255;0.1068224;0.1041184;0.101205;0.09883536;0.09674066;0.09498261;0.0939645;0.09274249;0.09210132;0.09146556;0.08985993;0.08829284;0.08714241;0.08626045;0.08540872;0.08472274;0.08431169;0.08400424;0.08416624;0.08464442;0.08531308;0.08582821;0.08583957;0.08567384;0.08585241;0.08575293;0.08480331;0.08334228;0.08128306;0.07794291;0.07443434;0.07105267;0.06774645;0.06529078;0.06338474;0.06108403;0.05872583;0.05667856;0.05454165;0.05301008;0.05244444;0.05304922;0.05461738;0.05649035;0.05885512;0.06113882;0.06320412;0.06544884;0.06817207;0.07089043;0.07295471;0.07456167;0.07706735;0.08005755;0.08291055;0.08541365;0.08706076;0.08688408;0.08486646;0.08188459;0.07901393;0.07655701;0.07464287;0.07328352;0.0717397;0.07028238;0.0689338;0.06760149;0.06651205;0.06557666;0.06436519;0.06265153;0.06150304;0.06128897;0.06170912;0.06249695;0.06325865;S
S2a;0.04810246;0.04954313;0.05132241;0.05289226;0.0543707;0.05584218;0.05711219;0.058711;0.0607052;0.06176148;0.06179206;0.06192173;0.06310624;0.06409629;0.06480007;0.065413;0.06561582;0.06583159;0.06576018;0.06571794;0.06645061;0.06665394;0.06671576;0.06693587;0.06697339;0.06662898;0.06600244;0.0651671;0.06352742;0.062857;0.06303325;0.06268613;0.06192793;0.06150723;0.06136594;0.06073937;0.05973831;0.05855988;0.057446;0.05686567;0.05646622;0.05549965;0.05463116;0.05413682;0.05394573;0.05367512;0.05318366;0.0523142;0.05100179;0.0503114;0.04957239;0.04849454;0.04769085;0.04732912;0.04715433;0.04723125;0.04743642;0.04741601;0.04755904;0.04809746;0.0484982;0.04836231;0.0478355;0.04776923;0.04739766;0.04597564;0.04401843;0.04187429;0.03967416;0.0375204;0.03555669;0.0334817;0.03156606;0.03038004;0.0294557;0.0285118;0.02779431;0.02749802;0.02790541;0.02845853;0.02925188;0.03038451;0.03110419;0.03204811;0.03291309;0.03360045;0.03453362;0.03540353;0.03621214;0.03670569;0.03745869;0.03846418;0.03945981;0.03991708;0.03994114;0.03964244;0.03910572;0.03832658;0.03711225;0.03603149;0.03493231;0.03390631;0.03240976;0.03094126;0.03005692;0.02936901;0.02894922;0.02862957;0.02812264;0.02754934;0.02717402;0.02703005;0.02696033;0.02689942;0.02713719;S
S2b;0.04930712;0.05106033;0.05263123;0.05408474;0.0555543;0.05687514;0.0584915;0.06068696;0.06290524;0.06351349;0.06325623;0.06306498;0.06410388;0.06560387;0.06680666;0.06755876;0.06757127;0.0675146;0.06767542;0.06774503;0.06811783;0.06827503;0.06869152;0.06898357;0.06887732;0.06812504;0.06733344;0.06650858;0.06539068;0.06457239;0.0641755;0.06401826;0.06387175;0.06337967;0.06258877;0.06175122;0.06097881;0.06033702;0.05938514;0.05824682;0.05772153;0.05698824;0.05616;0.05587102;0.05537089;0.05490799;0.0545451;0.0537679;0.0527742;0.05201098;0.05103932;0.05021334;0.0495961;0.04854821;0.04795805;0.04849906;0.04897539;0.04894618;0.04896963;0.04894844;0.04912506;0.04934422;0.04907718;0.04878384;0.04855391;0.04725005;0.04506816;0.04276694;0.04073852;0.03857881;0.03627475;0.03418025;0.0324634;0.0310673;0.02987106;0.02907905;0.02881685;0.02856038;0.02880169;0.02946851;0.0302756;0.03120665;0.03196696;0.03269109;0.03353449;0.03441434;0.03554211;0.03641067;0.03717667;0.0377536;0.0387819;0.03984791;0.04066879;0.04089101;0.04086658;0.04109792;0.04056173;0.03941344;0.03813258;0.03705209;0.03575078;0.03453603;0.03329796;0.03209729;0.03089025;0.02999155;0.02950383;0.02924417;0.02857652;0.02800284;0.0276846;0.02771535;0.02802969;0.02828979;0.02821632;S
S2c;0.05033984;0.05194893;0.05349997;0.05498044;0.05642141;0.05784506;0.05949258;0.06121884;0.06275713;0.06361568;0.06379879;0.06415239;0.06532516;0.06647371;0.06743633;0.06794032;0.06817502;0.068469;0.06872752;0.06901402;0.06947515;0.06951705;0.0696289;0.06983495;0.06954162;0.06876393;0.06805745;0.06740502;0.06656782;0.0657481;0.06535291;0.06523409;0.06509882;0.06461269;0.0637032;0.0629908;0.06240769;0.0614446;0.06028852;0.05945178;0.05889044;0.05815569;0.05722865;0.05639447;0.05582341;0.05575222;0.05554077;0.05472662;0.05356609;0.05245984;0.05165658;0.05093857;0.05015398;0.04943668;0.04913034;0.0491666;0.04935774;0.04945783;0.04985285;0.05021796;0.05001666;0.05013128;0.05001225;0.04971124;0.0491403;0.04758657;0.04564916;0.04360211;0.04153775;0.0393904;0.03704163;0.0348469;0.03321968;0.03185524;0.0306966;0.02978993;0.02931141;0.02920096;0.02938764;0.02991428;0.03098511;0.03197853;0.03258542;0.03349333;0.03462888;0.03541294;0.03621959;0.03691766;0.03769701;0.03861587;0.03968638;0.04044876;0.0410798;0.04129588;0.04145001;0.04155715;0.04098949;0.04009511;0.03891842;0.03775512;0.03645563;0.03515901;0.03378483;0.032605;0.03173552;0.03077661;0.03009123;0.02982723;0.02945277;0.02881042;0.02825732;0.02825558;0.02833256;0.02836855;0.02847039;S
S3a;0.08774997;0.09103418;0.09438659;0.09726574;0.1007544;0.1043415;0.1078329;0.1113285;0.1146427;0.1187208;0.1231779;0.1279774;0.132661;0.1364001;0.1395435;0.141562;0.1423035;0.1434483;0.1449116;0.1453095;0.1452623;0.1450353;0.1445273;0.1434884;0.1416269;0.1394104;0.1376162;0.1363448;0.1352408;0.1340966;0.1331713;0.1322706;0.1319223;0.1320118;0.1318068;0.1309965;0.1295915;0.128729;0.1279605;0.1263855;0.1253954;0.1247365;0.1240609;0.123399;0.1222002;0.1210022;0.1195876;0.117712;0.1155091;0.1129864;0.1104491;0.1080918;0.1060463;0.1047936;0.103933;0.1036237;0.1038875;0.1046421;0.1052595;0.1058334;0.1060662;0.1052674;0.103855;0.1018497;0.09940884;0.09680843;0.09334629;0.08908341;0.08511729;0.08103757;0.07688581;0.07285679;0.06888694;0.06530369;0.06191871;0.05937419;0.05822123;0.0572174;0.05672953;0.05730347;0.05836619;0.05956208;0.06104403;0.06246787;0.06394725;0.06534991;0.06618353;0.06634546;0.06611518;0.0657553;0.06545707;0.06501076;0.06428004;0.06321295;0.06159905;0.0601986;0.0585608;0.05590174;0.05326837;0.05129953;0.04942972;0.04810008;0.04705177;0.04622122;0.04549711;0.04504304;0.0447766;0.04468945;0.04499169;0.04554137;0.04634852;0.04731839;0.04819094;0.04900316;0.04939312;S
S3b;0.08959599;0.09287158;0.09634139;0.09996831;0.1035464;0.1066862;0.110179;0.1133599;0.116953;0.1216095;0.1263199;0.1306512;0.1350157;0.1392994;0.1426285;0.1444747;0.1450012;0.1464767;0.1475536;0.1482472;0.1486828;0.1489721;0.1482534;0.1466448;0.1441737;0.1424282;0.1409353;0.1388555;0.1372968;0.1362016;0.1357547;0.1352688;0.1350266;0.1348306;0.1344471;0.1337889;0.1328959;0.1317686;0.1307027;0.1294547;0.1281911;0.1271009;0.1265941;0.1258566;0.1245328;0.1234595;0.1220082;0.1198343;0.1173496;0.1147944;0.1124978;0.1101475;0.1083105;0.1069631;0.1057756;0.1051998;0.1050022;0.1053243;0.106358;0.1074942;0.1077738;0.10711;0.1059676;0.1038218;0.1012654;0.09836401;0.09472144;0.09052019;0.08642974;0.0822552;0.07770513;0.07364182;0.06998676;0.06653395;0.06302412;0.06006801;0.05841232;0.057684;0.05783182;0.058631;0.05937211;0.0603743;0.06177723;0.06343874;0.0650623;0.0663449;0.06714116;0.06734072;0.06719241;0.06684993;0.06630965;0.06568567;0.06501293;0.06408098;0.06266329;0.06095558;0.05917932;0.05696435;0.05468537;0.05282876;0.05072297;0.04903805;0.04760201;0.04648319;0.04564647;0.04526113;0.04524669;0.04505817;0.04519315;0.0460701;0.04729622;0.04827551;0.04912784;0.04977448;0.05025424;S
S3c;0.0947618;0.09778672;0.1007404;0.104134;0.1072184;0.1097516;0.111928;0.1144994;0.1177677;0.1213487;0.1247332;0.1280635;0.1321609;0.1360932;0.1394635;0.1420967;0.1438646;0.1450742;0.1455267;0.145574;0.1458193;0.1460298;0.1459311;0.1453858;0.1451921;0.144871;0.1438413;0.1425806;0.1419726;0.141448;0.1406015;0.1399141;0.1399662;0.1396538;0.1384555;0.1369151;0.1351654;0.1330594;0.1310458;0.1288463;0.127038;0.1255511;0.123781;0.1222809;0.1209941;0.1196014;0.1183158;0.1168088;0.1148841;0.1128346;0.1103288;0.1077146;0.1055636;0.1032289;0.1012373;0.100041;0.1000519;0.1002259;0.100033;0.1002682;0.1006313;0.1004148;0.09983311;0.09814493;0.09564353;0.09294841;0.09030794;0.08699005;0.08322039;0.07956517;0.07599697;0.07186536;0.06778615;0.06431518;0.06145027;0.05919247;0.05773006;0.05637496;0.05540181;0.05534274;0.05587534;0.05655337;0.0568546;0.05755236;0.05802981;0.05831224;0.05867396;0.05883837;0.05838066;0.0573067;0.05638834;0.055562;0.0543031;0.05333992;0.05189834;0.04991231;0.0479194;0.04569223;0.04361636;0.04182678;0.04012243;0.03857873;0.03748098;0.03649852;0.03562028;0.03498743;0.03442806;0.03439997;0.03465091;0.03486928;0.03544409;0.03635738;0.03758758;0.03872102;0.03956739;S
S4a;0.06036098;0.06232644;0.06445342;0.06642956;0.06834021;0.07030963;0.07196364;0.07408519;0.07617169;0.07785999;0.07904301;0.08022965;0.08153377;0.08300772;0.0844932;0.08546958;0.0861426;0.08709742;0.08706156;0.086429;0.08684444;0.08753072;0.08772468;0.08714617;0.08678491;0.08657147;0.0859777;0.0849639;0.08406933;0.08366723;0.08351161;0.08288679;0.08234659;0.08218814;0.0821022;0.08161382;0.08059148;0.07926518;0.07829741;0.07765955;0.07711985;0.07697251;0.07635944;0.0755998;0.07468854;0.07383393;0.07316583;0.07234246;0.07104231;0.06928486;0.06845054;0.06766708;0.0664162;0.06530447;0.06465492;0.06402874;0.06355967;0.06334953;0.06319366;0.06282921;0.0627661;0.0626355;0.0619019;0.06093144;0.0593859;0.05747118;0.05569584;0.05371209;0.05139399;0.04883563;0.04644626;0.04443847;0.04222927;0.04009183;0.03852931;0.03741427;0.03702704;0.03646994;0.03626852;0.03638177;0.03641412;0.03674135;0.03756464;0.03803828;0.03849224;0.03926749;0.039672;0.03981686;0.04002218;0.04028257;0.04049909;0.04051767;0.04015789;0.03958089;0.03876254;0.03799094;0.03714977;0.03585721;0.03412696;0.03250762;0.03097088;0.02971648;0.02882198;0.02801684;0.02701481;0.02639925;0.02615929;0.02616514;0.02578425;0.02553789;0.02579614;0.02606932;0.02632863;0.02680433;0.02715981;S
