probka;ziolo;C2;981,5895;983,518;985,4465;987,3749;989,3034;991,2319;993,1603;995,0888;997,0173;998,9457;1000,874;1002,803;1004,731;1006,66;1008,588;1010,517;1012,445;1014,373;1016,302;1018,23;1020,159;1022,087;1024,016;1025,944;1027,873;1029,801;1031,73;1033,658;1035,587;1037,515;1039,444;1041,372;1043,301;1045,229;1047,157;1049,086;1051,014;1052,943;1054,871;1056,8;1058,728;1060,657;1062,585;1064,514;1066,442;1068,371;1070,299;1072,228;1074,156;1076,084;1078,013;1079,941;1081,87;1083,798;1085,727;1087,655;1089,584;1091,512;1093,441;1095,369;1097,298;1099,226;1101,155;1103,083;1105,011;1106,94;1108,868;1110,797;1112,725;1114,654;1116,582;1118,511;1120,439;1122,368;1124,296;1126,225;1128,153;1130,082;1132,01;1133,938;1135,867;1137,795;1139,724;1141,652;1143,581;1145,509;1147,438;1149,366;1151,295;1153,223;1155,152;1157,08;1159,009;1160,937;1162,865;1164,794;1166,722;1168,651;1170,579;1172,508;1174,436;1176,365;1178,293;1180,222;1182,15;1184,079;1186,007;1187,936;1189,864;1191,792;1193,721;1195,649;1197,578;1199,506
L1a;L;kalibracja;0,008933006;0,009228485;0,009465816;0,009610563;0,009756468;0,00981231;0,009959396;0,010129794;0,010286293;0,010437261;0,010464757;0,01046778;0,010645559;0,010814118;0,010899327;0,010902663;0,010933276;0,011072098;0,01118253;0,011213506;0,011322307;0,011472973;0,011490779;0,011524682;0,011508231;0,01152899;0,011513742;0,011469376;0,011396813;0,011363599;0,011283967;0,011145431;0,011086995;0,011052198;0,011076094;0,010989045;0,010799621;0,010674525;0,010639768;0,010646984;0,010554123;0,010423332;0,01041122;0,010308866;0,01022897;0,010257722;0,010246573;0,010080861;0,009754447;0,009426985;0,009337846;0,009370188;0,009268586;0,009044939;0,008926679;0,008885843;0,008824794;0,008779441;0,008635027;0,008638314;0,008783611;0,008891826;0,008877872;0,008861733;0,008809667;0,008578698;0,008330256;0,008189637;0,007964072;0,007646955;0,007405481;0,007142202;0,006894865;0,006778509;0,006679802;0,006597585;0,006466368;0,006352485;0,00639032;0,006496319;0,006497625;0,006481872;0,006502743;0,006655723;0,006804796;0,006801395;0,006697092;0,006742551;0,0069117;0,007014466;0,007098871;0,007188195;0,007237871;0,00723327;0,007213753;0,007196617;0,007220747;0,007172041;0,007115457;0,00708394;0,006915733;0,006703764;0,006528135;0,00639735;0,006338133;0,006254795;0,006193052;0,006133436;0,006033609;0,005917002;0,005947455;0,006000452;0,006030794;0,005991422
L1b;L;kalibracja;0,008906374;0,009168026;0,009430311;0,009648916;0,009884553;0,009959889;0,010133893;0,010297195;0,010432252;0,010595901;0,010633159;0,010676691;0,01082278;0,010936002;0,010917696;0,011038696;0,011187311;0,011321246;0,011442139;0,011475816;0,011469144;0,011641895;0,011778997;0,011805543;0,011783334;0,011853591;0,011853444;0,011769685;0,011680024;0,011638773;0,011560729;0,011423581;0,01144209;0,011429889;0,011392155;0,011356127;0,011117178;0,01094991;0,010832779;0,010791156;0,010709619;0,01055346;0,010454506;0,01033332;0,010281837;0,01031457;0,01028642;0,010149767;0,009912765;0,009656798;0,009484052;0,009330368;0,009200444;0,009070872;0,008902644;0,008823533;0,008677591;0,008603942;0,008506109;0,008585581;0,008779788;0,008881155;0,008907137;0,008830697;0,008705247;0,008543416;0,008333253;0,008126457;0,007830956;0,007473842;0,007257523;0,007054256;0,006792516;0,00657504;0,006432632;0,006285964;0,00619275;0,006203982;0,006174645;0,006170358;0,006280258;0,006309998;0,006327685;0,006477797;0,006553179;0,006516246;0,006484067;0,006674737;0,006826387;0,006821464;0,006909154;0,007042346;0,007096836;0,007129141;0,007107799;0,007038697;0,007073318;0,007045525;0,006959012;0,00688898;0,006729554;0,006504374;0,006329351;0,006218821;0,006148532;0,006057806;0,006011525;0,005979386;0,005846093;0,005722064;0,005758844;0,005792512;0,005775023;0,005694806
L1c;L;kalibracja;0,008995832;0,009246792;0,009502271;0,009739558;0,009918133;0,009995909;0,010167614;0,010299089;0,010361884;0,010422062;0,010486138;0,010557377;0,010748749;0,010929982;0,010990829;0,011110087;0,011213171;0,011231586;0,011348074;0,011473066;0,011423746;0,011507126;0,011691454;0,011759197;0,011792713;0,011783314;0,011775396;0,011786876;0,011721383;0,011626643;0,011453063;0,01127368;0,011238211;0,011424559;0,01141125;0,011226803;0,011010551;0,010874394;0,010769675;0,010713242;0,010558237;0,010437338;0,010433955;0,010375241;0,010314197;0,010303805;0,010282547;0,010135626;0,00990414;0,009641235;0,009451159;0,00936059;0,009213535;0,009023486;0,008905325;0,008838932;0,008812754;0,008764326;0,008580057;0,008581939;0,008790156;0,008898678;0,00889275;0,008781336;0,008680312;0,008512316;0,008340268;0,008207965;0,00794153;0,007599995;0,007284856;0,006968758;0,006785559;0,006621724;0,006488068;0,006379537;0,006234455;0,006174468;0,006181127;0,006197323;0,00624712;0,006331334;0,006439465;0,006549256;0,006632969;0,006664168;0,006656308;0,006663065;0,006767278;0,006853286;0,006895721;0,007040003;0,007096182;0,007097924;0,007098108;0,007051812;0,00709063;0,007075025;0,007002001;0,006965135;0,006740566;0,006475065;0,00637254;0,006286882;0,006209041;0,006120828;0,005988136;0,005923356;0,00583732;0,005738668;0,005797839;0,005813597;0,00579893;0,005799349
L2a;L;kalibracja;0,011089791;0,011369928;0,011606597;0,011803644;0,012010368;0,012264487;0,012524588;0,012753858;0,012907169;0,013025088;0,013124679;0,013270288;0,013488847;0,013665184;0,013844799;0,013976138;0,014032684;0,014072883;0,014088397;0,014058141;0,014028798;0,014022665;0,013981137;0,013894578;0,013850437;0,013708432;0,013513826;0,013327139;0,013052476;0,012903673;0,012895682;0,012770212;0,012671694;0,012581795;0,012463463;0,012292927;0,012061377;0,011852236;0,011670332;0,011469012;0,011302584;0,011100546;0,010875352;0,010743546;0,010649134;0,010588317;0,010483209;0,010299563;0,010105157;0,009871244;0,009646802;0,009479743;0,009335507;0,009092313;0,008901683;0,00888986;0,008896968;0,008821694;0,008811815;0,008804896;0,008794954;0,008825519;0,008798789;0,008641909;0,008460172;0,008193825;0,007837398;0,007486117;0,007102136;0,006732789;0,006375495;0,005936055;0,005592608;0,005378729;0,005161702;0,004989112;0,004885884;0,004862146;0,004864461;0,004881312;0,004875076;0,004897315;0,004979417;0,005074346;0,005158697;0,005180254;0,005211508;0,005192855;0,005216952;0,005214592;0,005161027;0,005190177;0,005227462;0,005207757;0,005139158;0,005035892;0,004894198;0,004689215;0,004502479;0,004327592;0,004074479;0,003905194;0,003831433;0,003743257;0,003610878;0,003521723;0,003495805;0,003502343;0,003510304;0,003516612;0,003539068;0,003580169;0,003618544;0,003683727
L2b;L;kalibracja;0,011076146;0,011367593;0,011591699;0,011828466;0,012047933;0,012293778;0,012490635;0,012690102;0,012909395;0,013075327;0,013179585;0,013302286;0,013493709;0,01366955;0,013832183;0,013928211;0,013988997;0,014030716;0,014124389;0,014105397;0,014083251;0,014047016;0,013990406;0,013941386;0,013808789;0,013633671;0,013476482;0,013336085;0,013142039;0,012954379;0,012892976;0,012829095;0,012740864;0,01263162;0,012517659;0,012325025;0,012086527;0,011857654;0,01162943;0,011426163;0,011276431;0,011098335;0,010900894;0,010799977;0,010721761;0,010591065;0,010438618;0,010354786;0,010235508;0,009987531;0,009685152;0,009449566;0,009279069;0,009116515;0,008943816;0,008856547;0,008802837;0,008837428;0,008881595;0,008860681;0,008820036;0,008840092;0,008780918;0,008568268;0,008402511;0,008186215;0,007831193;0,007481147;0,007145377;0,006744908;0,006346561;0,005930115;0,005601026;0,005303307;0,005087414;0,004957261;0,004855973;0,004828774;0,004857646;0,004855542;0,004827999;0,004891039;0,005011898;0,005062596;0,005098221;0,005130636;0,005205646;0,005220658;0,00525678;0,005208257;0,005145307;0,005162189;0,005167926;0,005161557;0,005118345;0,005046341;0,004930875;0,004702231;0,00450943;0,004354118;0,004086825;0,003898611;0,003817051;0,003731532;0,003595721;0,00350666;0,003459568;0,003427506;0,003468382;0,003492682;0,003485688;0,0035498;0,003640363;0,003708558
L2c;L;kalibracja;0,011071592;0,011368713;0,011626826;0,011841627;0,012046132;0,012287053;0,012438651;0,012606869;0,012864471;0,01301995;0,013080733;0,013222981;0,013480944;0,013692449;0,013789212;0,0139143;0,014002896;0,014036176;0,014060671;0,014054596;0,014052617;0,014008925;0,013952585;0,013837455;0,013673624;0,01353597;0,013422556;0,013321843;0,013113574;0,012910796;0,012810863;0,012732455;0,012723274;0,012643511;0,012510356;0,012290563;0,012070209;0,011921355;0,011695311;0,011478593;0,011347914;0,01118051;0,010970337;0,010787367;0,010644768;0,010494611;0,010406232;0,010369591;0,010194019;0,009887611;0,009626935;0,009444914;0,009327473;0,009179681;0,008982494;0,008836231;0,008795926;0,00880459;0,008837474;0,00884642;0,008859552;0,008839688;0,008775754;0,008584793;0,008418313;0,00820709;0,007819154;0,007465938;0,007122993;0,006759143;0,006366975;0,005964357;0,005656155;0,005373843;0,005124362;0,005016895;0,00497782;0,004893587;0,004864229;0,004870353;0,004832372;0,004936263;0,005071167;0,005132959;0,005147891;0,005171824;0,005242912;0,005247449;0,005235657;0,005191593;0,005148733;0,005198414;0,005240416;0,005217312;0,005142509;0,00506364;0,004954931;0,004730146;0,004515985;0,004329838;0,004108052;0,00393481;0,003809307;0,003716087;0,003643158;0,003561736;0,003508878;0,003489815;0,003448701;0,003473653;0,003535054;0,003560317;0,003605854;0,003713201
L3a;L;kalibracja;0,009237496;0,009463802;0,009666145;0,009941201;0,010250801;0,010439754;0,01060974;0,010852531;0,011097342;0,011286369;0,011481245;0,011766887;0,01204803;0,012234887;0,012443673;0,012617653;0,012705412;0,012751769;0,012807359;0,012833225;0,012866773;0,012873257;0,012898258;0,012882948;0,012810522;0,01271139;0,012587728;0,012523434;0,012508583;0,012425726;0,012330711;0,012265777;0,012270736;0,012253507;0,012173612;0,012083239;0,011899983;0,011649663;0,01151595;0,011404636;0,011251889;0,011138946;0,011021282;0,010932334;0,01081669;0,010653256;0,010533533;0,010469144;0,010344149;0,010176113;0,009985707;0,009719014;0,009561042;0,009472124;0,009355107;0,009270345;0,009274284;0,00925702;0,00922014;0,00923855;0,009247896;0,009227848;0,009199484;0,009113456;0,008946116;0,008758759;0,008498312;0,008177763;0,007864595;0,007559484;0,007265958;0,006922104;0,00661519;0,00638339;0,00616798;0,005968096;0,005794926;0,00570462;0,005674559;0,005702178;0,005769728;0,005846901;0,005925093;0,005981475;0,006043032;0,006065165;0,006103075;0,006144173;0,006139562;0,006108035;0,006107134;0,006097221;0,006052642;0,005977416;0,005889247;0,005763568;0,005600527;0,005404604;0,005190579;0,004981786;0,004774984;0,004576544;0,004423962;0,004294126;0,004166565;0,004071239;0,004036078;0,004012768;0,004000769;0,004004265;0,004044195;0,004115202;0,004156354;0,004176851
L3b;L;kalibracja;0,00925095;0,009472159;0,009692607;0,009989699;0,010224227;0,010398611;0,010632967;0,01090208;0,011136819;0,011322436;0,011509582;0,011736168;0,01199255;0,012226732;0,012444223;0,012599133;0,012682485;0,012735635;0,012803266;0,012875547;0,01293768;0,012960868;0,012981264;0,012920111;0,012821507;0,01268397;0,012559254;0,012508676;0,012450183;0,012354736;0,012301718;0,012282223;0,012271185;0,012240827;0,012138672;0,012009096;0,011868107;0,011687976;0,011534168;0,011420392;0,011256522;0,011175257;0,011104395;0,010945587;0,010806728;0,010714064;0,010581949;0,010429471;0,010340826;0,01022714;0,01000979;0,009749804;0,009555402;0,009415859;0,009308992;0,009251568;0,009252528;0,009242974;0,009213773;0,009256355;0,009296307;0,009267516;0,009203879;0,009077363;0,008914854;0,008706962;0,008431934;0,008154249;0,007863812;0,007544094;0,007251556;0,006931143;0,006628129;0,006363138;0,006135363;0,005975053;0,005850546;0,005755071;0,005705209;0,005716163;0,005760064;0,005824391;0,005890038;0,005953993;0,006026493;0,006063018;0,006116144;0,006149177;0,006141176;0,006112793;0,006106223;0,006094445;0,006059967;0,005995722;0,005887012;0,005766106;0,005597381;0,005408993;0,00520695;0,004980552;0,004768998;0,004588072;0,00441966;0,004281671;0,004183599;0,004094387;0,004045532;0,004011275;0,003982101;0,003984202;0,004004903;0,004047311;0,004107767;0,004168075
L3c;L;kalibracja;0,009216318;0,009459474;0,009698733;0,010000411;0,010226732;0,010374297;0,010567826;0,010839362;0,011117521;0,011331085;0,011482305;0,0117046;0,011961801;0,012233775;0,012462513;0,012551164;0,012645599;0,01274976;0,012771129;0,012781981;0,012862617;0,012889782;0,012898305;0,012915798;0,012823984;0,012687871;0,012606889;0,012517513;0,012428201;0,012332532;0,012263615;0,012225717;0,012241715;0,012213002;0,012107098;0,011983474;0,011849321;0,011670091;0,01151196;0,011409836;0,011291378;0,011143526;0,011004662;0,010903383;0,010798446;0,010662645;0,010553403;0,010438068;0,010304409;0,010193434;0,010002173;0,009761777;0,009574312;0,009437331;0,009293671;0,00921768;0,009276804;0,009275315;0,009230038;0,009253434;0,009256387;0,009242612;0,00920459;0,009123296;0,009009589;0,008767864;0,008439154;0,008143695;0,007868497;0,007565957;0,007253885;0,006929484;0,006636349;0,006377674;0,006148204;0,005983965;0,00587;0,005766889;0,005718907;0,005723099;0,00578435;0,005845019;0,005906587;0,006016038;0,006123881;0,006151612;0,006134768;0,006126881;0,006146959;0,006133982;0,006104877;0,006079433;0,006059009;0,006000188;0,005897357;0,005777292;0,005614868;0,005413716;0,005201582;0,005012406;0,004808582;0,004619774;0,00446765;0,004306374;0,004192021;0,0040893;0,004075239;0,004068874;0,004055266;0,00404928;0,004049193;0,004095102;0,004145925;0,00418493
