S1a;0.03678991;0.03653619;0.03612573;0.03658358;0.03689042;0.03614916;0.03589059;0.03611073;0.03687064;0.03735451;0.03774911;0.03837202;0.03884857;0.03929203;0.03853115;0.03697991;0.03663661;0.03751674;0.03771737;0.03725751;0.03740553;0.03805754;0.03769416;0.03666976;0.03547984;0.03633394;0.03788669;0.03841372;0.03800958;0.03725805;0.03681602;0.0372579;0.03883158;0.03800145;0.03663546;0.03686603;0.03804706;0.03912976;0.03882487;0.03868921;0.03950436;0.04002689;0.04039231;0.04042344;0.04030603;0.0414474;0.04260688;0.0422565;0.04184201;0.04218013;0.04230969;0.04240294;0.04195642;0.04155556;0.04160504;0.0424239;0.04300597;0.0428183;0.04250872;0.04333219;0.04373875;0.04351963;0.04403137;0.04367718;0.04364268;0.04449467;0.0442737;0.04417079;0.04525559;0.04600505;0.0459704;0.04576249;0.04584245;0.04551312;0.04530719;0.04594653;0.0466369;0.04683941;0.046341;0.04686277;0.0477526;0.04729116;0.04708432;0.04696503;0.04653822;0.04628041;0.04659776;0.04763598;0.04810024;0.04859598;0.04909289;0.04968247;0.04959023;0.04885271;0.04840691;0.04818432;0.04864299;0.04864033;0.04886235;0.04969036;0.05004036;0.04982514;0.04965283;0.04997868;0.04993868;0.04956806;0.04977154;S
S1b;0.04224171;0.04256414;0.04202877;0.04243568;0.04301034;0.04305362;0.04316218;0.04346463;0.04356925;0.04391751;0.04464506;0.0462536;0.04751994;0.04768882;0.04690497;0.04614209;0.04640624;0.04626491;0.0466538;0.04691904;0.04603532;0.04566684;0.04636853;0.04635157;0.04558912;0.04557618;0.04663214;0.04746449;0.04734793;0.04788109;0.04863525;0.05006452;0.05107307;0.04940801;0.04836412;0.04915041;0.04920875;0.04853403;0.04770117;0.04692335;0.04652028;0.04632461;0.04646009;0.0464957;0.04625537;0.04664953;0.04705738;0.04664537;0.04648306;0.04682595;0.0469263;0.04674799;0.04672196;0.04665419;0.04699599;0.04790591;0.04816856;0.04722705;0.04723873;0.04791314;0.0485177;0.04861474;0.04854652;0.04855329;0.04847785;0.04876021;0.04868686;0.04949467;0.05000171;0.05089343;0.05048241;0.05035358;0.05098743;0.05058617;0.04977862;0.04978904;0.050485;0.05183763;0.05202979;0.05146708;0.05190308;0.05223248;0.05193156;0.05229675;0.05223201;0.05141098;0.05105013;0.05127729;0.05203541;0.0531508;0.05435179;0.05417549;0.0528188;0.05231902;0.05255459;0.05283609;0.05362291;0.05382025;0.0540666;0.05443477;0.05485243;0.0556211;0.05506509;0.05406388;0.05408654;0.05562445;0.05599716;S
S1c;0.04031072;0.0397809;0.03969207;0.04057265;0.0412883;0.04129844;0.04101894;0.0406901;0.04003383;0.0400803;0.04069969;0.04201144;0.04258364;0.0427315;0.04240467;0.04160914;0.04189531;0.04275659;0.04284113;0.04202594;0.04185126;0.04190618;0.04170919;0.04184769;0.04163709;0.04257988;0.04384485;0.04382818;0.04300316;0.04282369;0.04239324;0.04277463;0.04315753;0.04226465;0.04154896;0.04179166;0.0423874;0.04312976;0.04331787;0.04334669;0.04384219;0.04425884;0.04405627;0.04391408;0.04391228;0.04495753;0.04569276;0.04513025;0.0450536;0.04534489;0.04497072;0.04535411;0.04516258;0.04475007;0.04543474;0.04653301;0.04651992;0.04603599;0.04631536;0.04763435;0.04820099;0.04783649;0.0476127;0.04727208;0.04750307;0.04783357;0.04730903;0.04745443;0.04783176;0.04829165;0.04861959;0.04906011;0.04918901;0.04884085;0.04872324;0.0497122;0.05001348;0.05002637;0.05014749;0.05041971;0.05096328;0.05054745;0.05056334;0.05153935;0.05119038;0.05021418;0.05074688;0.05090656;0.05076936;0.05135367;0.05212174;0.0533086;0.05276414;0.05191582;0.05167736;0.05157897;0.05259262;0.05302339;0.05350624;0.05373639;0.05320512;0.0531872;0.05297365;0.05342809;0.0535116;0.05398392;0.05477473;S
S2a;0.01976547;0.02019812;0.01942733;0.01866653;0.01773181;0.01602416;0.01532969;0.01526361;0.01549057;0.01493426;0.01341903;0.01271361;0.01252593;0.01311972;0.0116973;0.00887108;0.007309569;0.007112388;0.006768329;0.006674817;0.00719787;0.007366702;0.006921498;0.007269712;0.008171745;0.01115058;0.01225022;0.009405121;0.006241046;0.003833025;0.002756889;0.003015781;0.002321482;0.002061306;0.002898008;0.004711946;0.005980891;0.009043397;0.01109927;0.01164623;0.01329738;0.01642415;0.01843148;0.0199482;0.02168089;0.02319878;0.02415873;0.02421195;0.02379552;0.02384499;0.02436347;0.02462995;0.02450671;0.02407819;0.02393633;0.02438429;0.02422905;0.02371553;0.02411497;0.02491587;0.02464034;0.02411105;0.02442069;0.02455267;0.02472617;0.02500854;0.02552366;0.02588385;0.02588157;0.02584529;0.02598124;0.02613581;0.02623684;0.02614355;0.02569197;0.02544077;0.02573665;0.02513037;0.02541286;0.02631005;0.02625977;0.02600885;0.02651345;0.02662132;0.02630978;0.02694047;0.02843864;0.02853872;0.02791549;0.027171;0.02638838;0.02662124;0.02699507;0.0267313;0.02691719;0.02761766;0.02779614;0.0276756;0.02782001;0.02830706;0.02876968;0.02879024;0.02843903;0.02870083;0.02890769;0.02796189;0.0268622;S
S2b;0.02121312;0.02158435;0.02148197;0.0220351;0.02216224;0.02191242;0.02169171;0.02231788;0.02292858;0.0219941;0.02140373;0.02180324;0.02217532;0.02298944;0.02220355;0.02055853;0.02014384;0.02067756;0.0207635;0.02044461;0.02085426;0.02085267;0.02059574;0.02036288;0.02047337;0.02112749;0.02105851;0.0199894;0.0194067;0.01955659;0.01927922;0.01819692;0.01768878;0.01876222;0.01859391;0.01851499;0.01910479;0.0203285;0.02206062;0.02204689;0.02181966;0.02236094;0.02247344;0.02269316;0.02310394;0.02381244;0.02446619;0.02426297;0.02402523;0.02480125;0.02472676;0.02470701;0.02528555;0.02517538;0.02500128;0.02517528;0.02451845;0.0242947;0.02470803;0.02549937;0.02558536;0.02565072;0.02589047;0.02538719;0.02476984;0.02515165;0.0259277;0.02580374;0.02598547;0.02681482;0.02671964;0.02635359;0.02641078;0.026195;0.02662987;0.02653553;0.02609905;0.02569628;0.02622001;0.02721173;0.02730891;0.02688855;0.02715743;0.02710313;0.02654061;0.02700246;0.02804344;0.02802476;0.02821283;0.02839152;0.02799841;0.02768905;0.02726107;0.02711966;0.02723459;0.02718532;0.02735091;0.02793171;0.02803096;0.02793334;0.02849119;0.02932542;0.02936946;0.02927792;0.02940449;0.02832805;0.02780645;S
S2c;0.02130161;0.02082611;0.0203564;0.02026516;0.01963438;0.01887533;0.01814148;0.01771623;0.01765147;0.01685373;0.01591692;0.0157754;0.01570511;0.015785;0.0139655;0.01153921;0.0103957;0.01028871;0.009967389;0.01000524;0.01093695;0.01057442;0.009350089;0.008892046;0.01057262;0.013654;0.01455657;0.01154381;0.007942654;0.006109125;0.006608829;0.006741734;0.005155744;0.004182391;0.004500829;0.006691454;0.008979579;0.01063774;0.01318123;0.01603669;0.01771705;0.01914663;0.02026371;0.02153001;0.02300064;0.02433117;0.02561916;0.02555583;0.02546269;0.02624048;0.02585114;0.02554699;0.02554068;0.02518116;0.02560273;0.02679371;0.02634586;0.02539073;0.02550687;0.02592807;0.02609638;0.02616696;0.0262153;0.02565865;0.0255347;0.02616364;0.02686107;0.02683632;0.02665111;0.02685855;0.02720048;0.02671494;0.02699068;0.02703274;0.02666882;0.02692992;0.02755535;0.0272776;0.02768802;0.02807819;0.0275788;0.02706068;0.02748575;0.02793725;0.02768999;0.02771436;0.02882638;0.02936986;0.02888906;0.02790244;0.02781029;0.02795431;0.02732841;0.02765881;0.02871542;0.02845059;0.02805281;0.02854787;0.0288909;0.02913947;0.02924047;0.02975971;0.0292792;0.02910072;0.02956365;0.02847694;0.02830772;S
S3a;0.04478793;0.04462533;0.04460729;0.04513887;0.04611755;0.04733128;0.04653228;0.04723097;0.0483109;0.04833206;0.04902179;0.04980699;0.05090621;0.05246669;0.05183326;0.05057551;0.05032864;0.05011142;0.05003858;0.05123682;0.05155562;0.05096003;0.05135888;0.05118791;0.05105934;0.0505622;0.05063656;0.05171365;0.05304247;0.05364222;0.0534651;0.05389697;0.05427662;0.05541954;0.05400154;0.05203271;0.05262486;0.05299864;0.051202;0.0499029;0.05001867;0.04974261;0.04897035;0.04832102;0.04780823;0.04755405;0.04721206;0.04722307;0.04741707;0.04791161;0.04799418;0.04732312;0.04752123;0.04833805;0.04865247;0.04800147;0.04783532;0.04877507;0.04939718;0.0500355;0.05009902;0.04996293;0.04919268;0.04994387;0.05099316;0.05061689;0.04976501;0.04980082;0.05006694;0.05014451;0.0507257;0.05160514;0.05151507;0.05169534;0.05168076;0.05179175;0.05116263;0.05200811;0.05311132;0.05300942;0.05290669;0.05278827;0.05271083;0.05299211;0.05324113;0.0528661;0.05289305;0.05313604;0.05291486;0.05297669;0.05343664;0.05404935;0.05454454;0.05465046;0.0542787;0.05405224;0.05441843;0.05439192;0.0541056;0.05419234;0.05461702;0.05493583;0.05574069;0.05646781;0.05671911;0.05701721;0.05700813;S
S3b;0.04532291;0.04582092;0.04597976;0.04725466;0.04861234;0.04869833;0.04797037;0.04784293;0.04813582;0.04897045;0.05032001;0.05185989;0.05322609;0.05485095;0.05396046;0.05220787;0.05235473;0.05300465;0.05293229;0.05234429;0.05295059;0.05355907;0.05414536;0.05435402;0.05340232;0.05166208;0.05161149;0.05371075;0.05541615;0.05656977;0.05699442;0.05723685;0.05856803;0.06021515;0.05892086;0.05597679;0.05488308;0.05472214;0.05327895;0.05209478;0.05157762;0.05099676;0.05019118;0.04928651;0.04875483;0.04855406;0.04858126;0.04839396;0.04802349;0.04809593;0.0478653;0.04778301;0.04865703;0.04975454;0.04989802;0.04896188;0.0491368;0.04996842;0.05038243;0.05086631;0.05156728;0.05131124;0.04999992;0.05026988;0.0515095;0.05190844;0.0510552;0.05082393;0.05125171;0.05129195;0.05186367;0.05270556;0.05240112;0.05238539;0.05353948;0.05427577;0.05335977;0.05374945;0.05465765;0.05457287;0.05456328;0.0541699;0.05388131;0.05469342;0.05517735;0.05481115;0.05461748;0.05476561;0.05481254;0.05490953;0.05526606;0.05569606;0.05518703;0.05521757;0.05611662;0.05670168;0.05663307;0.05598003;0.05574737;0.0552002;0.05544986;0.05708158;0.0577831;0.0578679;0.05762665;0.05722377;0.05742538;S
S3c;0.03824592;0.0377918;0.03720673;0.03620895;0.03445757;0.03277895;0.03020231;0.02843106;0.02834943;0.02840987;0.02563505;0.02156909;0.02068615;0.02107169;0.0186562;0.01494678;0.0121646;0.01164508;0.01188467;0.01122717;0.01045293;0.009683821;0.009433685;0.01016635;0.01184688;0.01822945;0.0221525;0.01741822;0.01001593;0.004949382;0.001838167;9.53623E-05;0;0.000203279;0.001045548;0.004748777;0.008063252;0.01236614;0.01779019;0.02315767;0.02787105;0.03269335;0.03774199;0.04143621;0.04379329;0.04530121;0.04650638;0.04711787;0.04694832;0.04677652;0.04657336;0.04756802;0.04834789;0.04810885;0.04800961;0.04837259;0.04892772;0.04934967;0.04927088;0.0492171;0.04880415;0.04871697;0.04910297;0.04967199;0.05020417;0.04984323;0.04913838;0.04934668;0.04935177;0.04956324;0.05033351;0.05097143;0.05082067;0.05042738;0.05035933;0.05066855;0.05075058;0.05046009;0.05092335;0.05110673;0.05195355;0.0520175;0.05167799;0.0523493;0.05263619;0.05246039;0.05244628;0.05234826;0.05268791;0.05303998;0.05298486;0.052342;0.05204411;0.0525374;0.05367321;0.05412051;0.05421931;0.05434707;0.05481736;0.05438635;0.05385048;0.05381647;0.054087;0.05446762;0.05407987;0.05437852;0.05484165;S
S4a;0.02891187;0.02927745;0.02882852;0.02713404;0.0262619;0.02684148;0.02719641;0.02652191;0.02596885;0.02675958;0.0273708;0.02674436;0.02666007;0.02706359;0.02633915;0.02508567;0.0240495;0.02353233;0.02353963;0.02336975;0.02378823;0.02377429;0.02329288;0.02363504;0.02454577;0.02559177;0.02642418;0.02581835;0.0247255;0.02412575;0.02215947;0.02116752;0.02136766;0.02069006;0.02101393;0.02140129;0.02162851;0.02398176;0.02508892;0.02592482;0.02716465;0.02773897;0.02910305;0.03062992;0.0307564;0.03050252;0.03120103;0.03191477;0.03213208;0.03221228;0.03231135;0.03244377;0.03241254;0.03256461;0.03280876;0.03290994;0.03292562;0.03338214;0.03323751;0.03270432;0.03282684;0.0334372;0.03364788;0.03281839;0.03289201;0.03309066;0.0324343;0.03238193;0.03337678;0.03432622;0.03489022;0.03500987;0.03529254;0.03471995;0.03461042;0.03504312;0.03513678;0.0350243;0.03429633;0.03448505;0.03520469;0.03545003;0.03500454;0.03497537;0.03532433;0.03586044;0.03555756;0.03481174;0.03526787;0.03641204;0.03686544;0.03599728;0.03528011;0.03574507;0.03651063;0.03632078;0.03614676;0.03521819;0.0347141;0.03580207;0.03645156;0.03726473;0.03741138;0.03746983;0.03743066;0.03768726;0.03737696;S
S4b;0.02905983;0.02858385;0.02795107;0.02789778;0.02776901;0.02776846;0.02769531;0.02735934;0.02721189;0.02728737;0.02760199;0.02752954;0.02740451;0.02770684;0.02727989;0.02616139;0.02470318;0.02401518;0.02431844;0.02482137;0.02483832;0.02421966;0.02335529;0.02398782;0.02572499;0.02704502;0.02736944;0.02634704;0.02571907;0.02570578;0.02437772;0.02291225;0.0220687;0.02240185;0.02349223;0.02429503;0.0242181;0.02523832;0.02561993;0.02667948;0.02712252;0.02783221;0.03003243;0.03123672;0.03088921;0.0310349;0.0315873;0.03206255;0.03191744;0.03178569;0.03178817;0.03244443;0.03334145;0.03323346;0.03262963;0.03263966;0.03301615;0.0330441;0.03256835;0.03317837;0.03372;0.03414548;0.0336563;0.03223903;0.03277344;0.03291688;0.03298219;0.03387983;0.03400277;0.03380126;0.03459446;0.03495778;0.03521515;0.03469831;0.03493936;0.03494373;0.03424237;0.03435704;0.03453492;0.03511278;0.03529034;0.03518862;0.03463839;0.03506506;0.0356606;0.03502587;0.03506231;0.03546314;0.0351128;0.03505769;0.03587919;0.0361485;0.03574716;0.03536937;0.0358036;0.03622874;0.03652078;0.03613866;0.03602014;0.03662787;0.03703074;0.03714314;0.03659958;0.03690469;0.03779681;0.03784097;0.03751168;S
