plant;500;498;496;494;492;490;488;486;484;482;480;478;476;474;472;470;468;466;464;462;460;458;456;454;452;450;448;446;444;442;440;438;436;434;432;430;428;426;424;422;420;418;416;414;412;410;408;406;404;402;400;398;396;394;392;390;388;386;384;382;380;378;376;374;372;370;368;366;364;362;360;358;356;354;352;350;348;346;344;342;340;338;336;334;332;330;328;326;324;322;320;318;316;314;312;310;308;306;304;302;300;298;296;294;292;290;288;286;284;282;280;278;276;274;272;270;268;266;264;262;260;258;256;254;252;250;248;246;244
L;0.0264565;0.0268259;0.0273807;0.0282604;0.0290026;0.0294207;0.030258;0.0313303;0.0322649;0.034234;0.0361178;0.0377254;0.0390063;0.0396719;0.0401957;0.0406247;0.0410063;0.0412928;0.0416751;0.0420577;0.0430156;0.0435914;0.0451306;0.0464819;0.0483226;0.0497812;0.0508052;0.0518316;0.0520274;0.0526153;0.053204;0.0541869;0.05611;0.0591848;0.0631345;0.0691528;0.0767042;0.0861861;0.0970186;0.1096349;0.1225135;0.1354889;0.1489252;0.1612139;0.1728893;0.1809169;0.1852199;0.1864857;0.1851533;0.1832286;0.1810487;0.1779628;0.1735365;0.1686422;0.1626641;0.1560202;0.1494763;0.1432107;0.1375704;0.1331222;0.1295961;0.1261565;0.1265631;0.1229167;0.1228015;0.1194722;0.1162818;0.1142431;0.1108104;0.1091321;0.1062937;0.1021531;0.1000154;0.0963133;0.0960423;0.0958798;0.0921589;0.0924274;0.0921052;0.0920515;0.0933956;0.0867161;0.0879906;0.0888424;0.0908185;0.0914614;0.0935572;0.0962049;0.0989778;0.1014394;0.1048538;0.1074046;0.1078497;0.1093555;0.1100264;0.1106423;0.1110347;0.112439;0.1133965;0.114865;0.1171341;0.119415;0.1230897;0.1271448;0.1318848;0.1375704;0.1432711;0.1494763;0.1570789;0.1650709;0.1715979;0.1768519;0.1815761;0.1875546;0.1942274;0.200246;0.2058606;0.2085901;0.2113368;0.2153114;0.2208366;0.2285595;0.2400301;0.2571178;0.2831623;0.3204813;0.3669357;0.4209027;0.4756039
L;0.0236042;0.0245222;0.02512;0.0261336;0.0267336;0.0273807;0.0282604;0.0295137;0.0308171;0.0322181;0.0339991;0.0355518;0.0368263;0.037678;0.0381994;0.038484;0.0385789;0.0387688;0.0391013;0.0399099;0.0408632;0.0419142;0.0435914;0.0454198;0.0469655;0.0486139;0.0499761;0.0511471;0.0517827;0.0524193;0.0532531;0.0543345;0.0558135;0.0587371;0.0629337;0.0684913;0.0757207;0.0853924;0.0962049;0.1086856;0.1214208;0.1344815;0.1477641;0.1605848;0.1715979;0.1797985;0.1841567;0.1856192;0.1845551;0.1829638;0.1805877;0.1776357;0.1732128;0.1683861;0.1622222;0.1557093;0.14917;0.1429088;0.1369152;0.132238;0.1284271;0.1260984;0.1260984;0.1219955;0.1217655;0.1186153;0.116225;0.1141866;0.1098026;0.1081839;0.1045775;0.1012748;0.1005078;0.0972902;0.0959881;0.0958798;0.0921589;0.0922126;0.0906045;0.091247;0.0930727;0.088097;0.0893222;0.0899629;0.0924274;0.0931265;0.0955008;0.0978339;0.1008364;0.1036392;0.1070154;0.1093555;0.1101383;0.1109786;0.1120453;0.1133965;0.1136785;0.1152046;0.1159981;0.1175893;0.1194722;0.1217655;0.1248808;0.128719;0.1329452;0.1386448;0.1445414;0.1508878;0.1583903;0.1664067;0.1734717;0.1787486;0.183825;0.1891628;0.1958606;0.2023171;0.2075383;0.2104898;0.2133905;0.2173124;0.2234441;0.2309182;0.2429078;0.2597163;0.2860896;0.3233978;0.3702847;0.4238891;0.4789927
L;0.0229169;0.0237876;0.0244763;0.0253041;0.0260413;0.0268259;0.0279824;0.0289562;0.0303512;0.0318441;0.0337644;0.0351749;0.0367317;0.0375833;0.0380571;0.038484;0.038484;0.0388163;0.0390538;0.0395768;0.0406247;0.0415795;0.0433514;0.0449861;0.0467237;0.0480799;0.0493431;0.0505124;0.0511471;0.051587;0.0524193;0.053204;0.0549748;0.0577438;0.0617305;0.0673233;0.0745332;0.0841255;0.094852;0.1074046;0.1200444;0.1331812;0.146241;0.1591414;0.1701818;0.1782245;0.1827653;0.1842895;0.1832286;0.1815761;0.1792076;0.176265;0.1720495;0.1670442;0.1608363;0.1544059;0.147703;0.1412824;0.1357857;0.1310031;0.1273776;0.1252863;0.1252284;0.1221106;0.1209615;0.1173616;0.1149782;0.1128893;0.1089646;0.1072378;0.1048538;0.1011652;0.0986507;0.0951763;0.0945279;0.0938266;0.0901232;0.0901232;0.0897492;0.0895357;0.091515;0.0862391;0.0875122;0.0886293;0.0903905;0.0914614;0.0937727;0.0959881;0.0992506;0.1016588;0.1050197;0.1071822;0.1077941;0.1091321;0.1100264;0.1115397;0.1119329;0.1129456;0.1139043;0.1157145;0.118102;0.1199299;0.1232627;0.1273776;0.1317671;0.1377493;0.1432711;0.1501508;0.1574532;0.1656429;0.1723077;0.1774397;0.1821042;0.1876884;0.1942274;0.2005905;0.20607;0.2090818;0.2116902;0.2159536;0.2212701;0.2293689;0.2413909;0.2587696;0.2848326;0.3227582;0.3691655;0.422968;0.4775558
L;0.006035;0.0061231;0.0059469;0.0057709;0.0054629;0.0048476;0.0047598;0.0043209;0.0039263;0.0039702;0.0039702;0.0039263;0.0041894;0.0037511;0.0042771;0.0043209;0.0045403;0.0044964;0.0045842;0.0045842;0.0048476;0.0047159;0.0050673;0.0051112;0.0055069;0.0055949;0.0059029;0.0062993;0.006652;0.0072698;0.0076674;0.0081982;0.0091286;0.010061;0.0114856;0.0134522;0.0160581;0.0189519;0.0223678;0.0265027;0.0303046;0.0345631;0.0389113;0.0433994;0.0468204;0.0496838;0.0510494;0.0521253;0.0517827;0.0514403;0.051196;0.05061;0.0492945;0.0483711;0.0473044;0.0457575;0.044168;0.0427759;0.0410541;0.0402433;0.0389588;0.0393865;0.0400052;0.0382942;0.0387213;0.0372519;0.0370154;0.036779;0.0350336;0.0360234;0.0355989;0.0347983;0.034187;0.0329203;0.0340931;0.0355518;0.0336236;0.0355518;0.0339991;0.0339991;0.0353633;0.0307239;0.0315171;0.0319843;0.0332952;0.0336236;0.0349395;0.0363538;0.037678;0.0388163;0.04072;0.0420098;0.0417707;0.0427759;0.0434474;0.0444566;0.0448898;0.0456127;0.0461437;0.0470623;0.0485653;0.0498299;0.0522723;0.0551227;0.0579919;0.0622816;0.0662091;0.0712458;0.0777937;0.085181;0.0914614;0.0967472;0.1017137;0.1066822;0.1119329;0.1165089;0.1211337;0.1236667;0.1257502;0.1289527;0.1324736;0.1371533;0.1446626;0.1550261;0.1697964;0.191384;0.2182446;0.2506502;0.2844144
L;0.0053749;0.0056828;0.0055949;0.005287;0.0048037;0.0044526;0.0041894;0.0037949;0.0034446;0.0035759;0.0036635;0.0037949;0.0038825;0.0038387;0.0039702;0.0042771;0.0041455;0.0041894;0.0044087;0.0043209;0.004672;0.0044964;0.0047159;0.0048037;0.0049794;0.0051112;0.005331;0.0057709;0.0059029;0.0062993;0.0067843;0.0072698;0.0079327;0.0091286;0.0104612;0.0124231;0.014888;0.0179098;0.0213174;0.0255344;0.0296996;0.0339522;0.0381519;0.0425843;0.0463369;0.0491485;0.0507564;0.0517338;0.0512937;0.0509029;0.0503173;0.0499274;0.0485653;0.0478859;0.0466269;0.0451788;0.0434954;0.041962;0.04072;0.0397671;0.0382942;0.0385314;0.0393865;0.0376307;0.0383417;0.0368263;0.0362594;0.0363538;0.0350807;0.0362122;0.0348454;0.0339052;0.0332483;0.033014;0.0335767;0.0344691;0.0320778;0.034375;0.0332483;0.033014;0.0356461;0.0300718;0.031097;0.0314237;0.0330608;0.0335767;0.0349395;0.036165;0.0374886;0.0391964;0.0412928;0.0426801;0.0427759;0.0439757;0.044649;0.0454681;0.0461437;0.0468688;0.0471107;0.0480314;0.0495865;0.0509029;0.053204;0.0561594;0.0588365;0.0628835;0.0669685;0.0718603;0.0781055;0.0857627;0.0924274;0.0975619;0.1023179;0.1071266;0.1121015;0.1169635;0.1214208;0.1238399;0.1262726;0.1288359;0.1327683;0.1374512;0.1451476;0.1550881;0.1701176;0.1913165;0.2185319;0.2505729;0.2848326
L;0.0048476;0.0049794;0.0048915;0.0044964;0.0042771;0.0036197;0.0034008;0.0030945;0.0027447;0.0028758;0.0027884;0.0028758;0.0029633;0.0031382;0.0034008;0.0032695;0.0034883;0.0035759;0.0038825;0.0035759;0.004014;0.0037511;0.0038825;0.0041455;0.0042771;0.0042332;0.0046281;0.0051552;0.0050673;0.0057269;0.006035;0.0065638;0.0074023;0.0087739;0.0100165;0.0121104;0.0144388;0.0176383;0.0210894;0.0253041;0.0294672;0.0334828;0.0379623;0.041962;0.0459506;0.0488082;0.0505124;0.0512937;0.0506588;0.0504636;0.0499761;0.0495378;0.0484682;0.0475466;0.046192;0.0447453;0.042728;0.0411495;0.0400052;0.0390063;0.0379623;0.0381994;0.0390538;0.0368736;0.0382468;0.036779;0.0359762;0.0364955;0.0350807;0.0362122;0.0353162;0.0336236;0.0334828;0.0323584;0.0325924;0.0346101;0.0328734;0.034281;0.0338583;0.034422;0.034375;0.0303046;0.0310503;0.0320778;0.0335767;0.0338113;0.0351278;0.0364955;0.037536;0.0390063;0.0412451;0.0426801;0.0428239;0.0436394;0.0444566;0.0456127;0.0459506;0.0473044;0.0474982;0.0489054;0.0506588;0.0520764;0.0543837;0.0571985;0.0594337;0.0636371;0.0677292;0.0727837;0.0791986;0.0867161;0.0931803;0.0981604;0.1026479;0.1076271;0.1127767;0.1173047;0.1217655;0.1244757;0.1264469;0.1295961;0.1334173;0.1382267;0.1457547;0.1556471;0.1704389;0.1919917;0.2188912;0.2509597;0.284749
L;0.0448898;0.0464819;0.0470139;0.0476435;0.047256;0.0464336;0.0459988;0.0465786;0.0475951;0.0494891;0.0516849;0.053646;0.0557148;0.0568519;0.0572481;0.0574959;0.0576447;0.0576942;0.0576942;0.0581409;0.0586377;0.0598323;0.0615804;0.0636371;0.0662597;0.0688474;0.0715017;0.0736576;0.075359;0.0771189;0.0792507;0.082547;0.0871405;0.0938266;0.1023179;0.1129456;0.1273776;0.1453904;0.1673634;0.191654;0.2178141;0.2453459;0.2743333;0.3025091;0.3275327;0.3456309;0.3547743;0.3559555;0.35164;0.3450538;0.3381873;0.3309622;0.3222106;0.3122927;0.3009431;0.2889524;0.2755603;0.2636035;0.2521999;0.2421487;0.2340336;0.22541;0.2226457;0.2178859;0.2139588;0.2090818;0.2034257;0.1977053;0.190373;0.1840903;0.1778973;0.1712757;0.164246;0.1595175;0.1546539;0.1491088;0.1445414;0.1399017;0.135311;0.1315907;0.1309444;0.1234358;0.1222257;0.1213633;0.1208468;0.1210189;0.1215357;0.1236667;0.1263888;0.1290696;0.1319436;0.1342448;0.1359044;0.1367366;0.1371533;0.1375704;0.138884;0.141102;0.1442386;0.1477641;0.1516877;0.1561446;0.1615287;0.1677466;0.1746388;0.1823685;0.1907771;0.1999018;0.2099965;0.2206922;0.2302535;0.2393514;0.2484899;0.258612;0.2709973;0.2844144;0.2979143;0.31078;0.3253225;0.3427529;0.3625103;0.3877461;0.4181641;0.4540747;0.4963455;0.5489815;0.6101254;0.6792308;0.7490923
L;0.0430156;0.0448416;0.0454198;0.045661;0.0453234;0.0449861;0.0443603;0.0448898;0.0457575;0.0477889;0.0500736;0.0520274;0.0541377;0.0549748;0.0557642;0.0560111;0.0560605;0.0560111;0.0562582;0.0564066;0.0570499;0.0581409;0.059932;0.0619308;0.0643416;0.0672726;0.0699684;0.0722192;0.0738634;0.0756173;0.077586;0.0805035;0.0852867;0.0918368;0.1003436;0.1109786;0.1252863;0.1431503;0.1653886;0.1897003;0.2155967;0.2433639;0.272947;0.30103;0.32615;0.3440936;0.3532043;0.3545777;0.3506651;0.3443814;0.3375255;0.329847;0.3213906;0.3111354;0.3003357;0.2883615;0.2753965;0.2636035;0.2513469;0.2415423;0.2333641;0.2260674;0.2238075;0.2178859;0.2145278;0.2090818;0.2034257;0.1973631;0.189902;0.1840903;0.178421;0.1712113;0.16469;0.1599567;0.1544679;0.1483748;0.1442992;0.1405615;0.1357857;0.1321791;0.1298303;0.1234358;0.1221681;0.1210763;0.1206174;0.1207894;0.1217655;0.1236667;0.1259823;0.1287774;0.1311206;0.13389;0.135311;0.1363203;0.1367366;0.1373916;0.1385253;0.1406815;0.1440571;0.1477641;0.151503;0.1565803;0.1612768;0.167555;0.1746388;0.182633;0.1909793;0.2001083;0.2099965;0.2204757;0.2304012;0.2395021;0.248413;0.2588484;0.2712405;0.2846653;0.2980868;0.3106023;0.3254144;0.3427529;0.3628106;0.3876401;0.4181641;0.4545692;0.4967542;0.5492891;0.6103025;0.6806857;0.7503126
L;0.0425364;0.0440718;0.0448416;0.0454198;0.0448416;0.044168;0.0437835;0.0442161;0.0454198;0.047256;0.0496351;0.0517827;0.0534004;0.0546792;0.055468;0.0557642;0.0556654;0.0558135;0.0557148;0.0563571;0.0563571;0.0576942;0.0594337;0.0617305;0.0641402;0.0669685;0.0697134;0.0720141;0.0741724;0.0757207;0.077586;0.0807127;0.0854453;0.0924274;0.1007268;0.1114274;0.1256922;0.1437546;0.1658973;0.1903056;0.2164537;0.2442013;0.273762;0.3016384;0.3269791;0.3448616;0.3538905;0.3549709;0.3508599;0.3444774;0.3377145;0.3304042;0.3212086;0.3115802;0.3005092;0.2885302;0.2751509;0.2633645;0.251192;0.241997;0.2330669;0.2261404;0.2227182;0.2179576;0.2135325;0.2090818;0.2035644;0.1967478;0.189902;0.1835598;0.1774397;0.1706962;0.1653886;0.1593921;0.1539723;0.1483748;0.1444203;0.1399017;0.1366771;0.1330632;0.1308857;0.1218805;0.120732;0.1198727;0.119701;0.119415;0.1204454;0.1225711;0.1246493;0.1273776;0.1305336;0.1328272;0.1345407;0.1349553;0.1354296;0.1362609;0.1374512;0.1394823;0.1427882;0.1463018;0.1502736;0.1550881;0.1602078;0.166152;0.1731481;0.1810487;0.1898347;0.1989395;0.2092224;0.2195387;0.2295899;0.238448;0.2481053;0.257825;0.2705922;0.2838297;0.2973972;0.3105136;0.3248635;0.3421795;0.3626103;0.3870043;0.4183916;0.453334;0.4964817;0.5483671;0.6101254;0.678816;0.7500682
