plant;488;486;484;482;480;478;476;474;472;470;468;466;464;462;460;458;456;454;452;450;448;446;444;442;440;438;436;434;432;430;428;426;424;422;420;418;416;414;412;410;408;406;404;402;400;398;396;394;392;390;388;386;384;382;380;378;376;374;372;370;1000.874;1002.803;1004.731;1006.66;1008.588;1010.517;1012.445;1014.373;1016.302;1018.23;1020.159;1022.087;1024.016;1025.944;1027.873;1029.801;1031.73;1033.658;1035.587;1037.515;1039.444;1041.372;1043.301;1045.229;1047.157;1049.086;1051.014;1052.943;1054.871;1056.8;1058.728;1060.657;1062.585;1064.514;1066.442;1068.371;1070.299;1072.228;1074.156;1076.084;1078.013;1079.941;1081.87;1083.798;1085.727;1087.655;1089.584;1091.512;1093.441;1095.369;1097.298;1099.226;1101.155
L;0.030258;0.0313303;0.0322649;0.034234;0.0361178;0.0377254;0.0390063;0.0396719;0.0401957;0.0406247;0.0410063;0.0412928;0.0416751;0.0420577;0.0430156;0.0435914;0.0451306;0.0464819;0.0483226;0.0497812;0.0508052;0.0518316;0.0520274;0.0526153;0.053204;0.0541869;0.05611;0.0591848;0.0631345;0.0691528;0.0767042;0.0861861;0.0970186;0.1096349;0.1225135;0.1354889;0.1489252;0.1612139;0.1728893;0.1809169;0.1852199;0.1864857;0.1851533;0.1832286;0.1810487;0.1779628;0.1735365;0.1686422;0.1626641;0.1560202;0.1494763;0.1432107;0.1375704;0.1331222;0.1295961;0.1261565;0.1265631;0.1229167;0.1228015;0.1194722;0.03541455;0.03542478;0.03602642;0.03659685;0.03688521;0.0368965;0.0370001;0.0374699;0.03784362;0.03794845;0.03831665;0.03882653;0.03888679;0.03900152;0.03894585;0.0390161;0.0389645;0.03881436;0.03856879;0.03845639;0.0381869;0.03771807;0.03752031;0.03740255;0.03748342;0.03718883;0.03654779;0.03612444;0.03600682;0.03603124;0.03571698;0.03527436;0.03523337;0.03488699;0.03461661;0.03471391;0.03467618;0.03411538;0.03301074;0.03190255;0.03160089;0.03171034;0.0313665;0.03060964;0.03020943;0.03007123;0.02986463;0.02971115;0.02922243;0.02923355;0.02972526;0.03009148;0.03004426
L;0.0282604;0.0295137;0.0308171;0.0322181;0.0339991;0.0355518;0.0368263;0.037678;0.0381994;0.038484;0.0385789;0.0387688;0.0391013;0.0399099;0.0408632;0.0419142;0.0435914;0.0454198;0.0469655;0.0486139;0.0499761;0.0511471;0.0517827;0.0524193;0.0532531;0.0543345;0.0558135;0.0587371;0.0629337;0.0684913;0.0757207;0.0853924;0.0962049;0.1086856;0.1214208;0.1344815;0.1477641;0.1605848;0.1715979;0.1797985;0.1841567;0.1856192;0.1845551;0.1829638;0.1805877;0.1776357;0.1732128;0.1683861;0.1622222;0.1557093;0.14917;0.1429088;0.1369152;0.132238;0.1284271;0.1260984;0.1260984;0.1219955;0.1217655;0.1186153;0.03278347;0.03291769;0.0333681;0.03371718;0.03366074;0.0340338;0.034492;0.03490494;0.03527767;0.0353815;0.03536093;0.03589354;0.03631625;0.03639809;0.03632962;0.03654623;0.03654578;0.03628754;0.0360111;0.03588392;0.0356433;0.03522045;0.03527752;0.0352399;0.03512356;0.03501248;0.03427577;0.03376006;0.03339893;0.0332706;0.03301921;0.03253775;0.03223266;0.03185903;0.0317003;0.03180122;0.03171443;0.03129311;0.0305624;0.02977322;0.02924062;0.02876679;0.02836622;0.02796673;0.02744806;0.02720415;0.02675419;0.02652712;0.02622549;0.02647051;0.02706928;0.02738181;0.02746191
L;0.0279824;0.0289562;0.0303512;0.0318441;0.0337644;0.0351749;0.0367317;0.0375833;0.0380571;0.038484;0.038484;0.0388163;0.0390538;0.0395768;0.0406247;0.0415795;0.0433514;0.0449861;0.0467237;0.0480799;0.0493431;0.0505124;0.0511471;0.051587;0.0524193;0.053204;0.0549748;0.0577438;0.0617305;0.0673233;0.0745332;0.0841255;0.094852;0.1074046;0.1200444;0.1331812;0.146241;0.1591414;0.1701818;0.1782245;0.1827653;0.1842895;0.1832286;0.1815761;0.1792076;0.176265;0.1720495;0.1670442;0.1608363;0.1544059;0.147703;0.1412824;0.1357857;0.1310031;0.1273776;0.1252863;0.1252284;0.1221106;0.1209615;0.1173616;0.03354024;0.0337681;0.03438021;0.03495989;0.03515451;0.03553596;0.03586568;0.03592458;0.03629717;0.03669696;0.03653921;0.0368059;0.03739548;0.03761216;0.03771936;0.0376893;0.03766397;0.03770069;0.03749121;0.03718818;0.03663298;0.03605922;0.03594577;0.03654181;0.03649924;0.03590928;0.03521759;0.03478209;0.03444714;0.03426664;0.03377085;0.03338415;0.03337333;0.03318553;0.03299028;0.03295704;0.03288905;0.03241912;0.0316787;0.03083779;0.03022983;0.02994014;0.02946978;0.0288619;0.02848396;0.0282716;0.02818787;0.02803297;0.02744358;0.0274496;0.02811559;0.0284627;0.02844374
L;0.0047598;0.0043209;0.0039263;0.0039702;0.0039702;0.0039263;0.0041894;0.0037511;0.0042771;0.0043209;0.0045403;0.0044964;0.0045842;0.0045842;0.0048476;0.0047159;0.0050673;0.0051112;0.0055069;0.0055949;0.0059029;0.0062993;0.006652;0.0072698;0.0076674;0.0081982;0.0091286;0.010061;0.0114856;0.0134522;0.0160581;0.0189519;0.0223678;0.0265027;0.0303046;0.0345631;0.0389113;0.0433994;0.0468204;0.0496838;0.0510494;0.0521253;0.0517827;0.0514403;0.051196;0.05061;0.0492945;0.0483711;0.0473044;0.0457575;0.044168;0.0427759;0.0410541;0.0402433;0.0389588;0.0393865;0.0400052;0.0382942;0.0387213;0.0372519;0.07971;0.08059432;0.0819217;0.08299264;0.0840835;0.08488116;0.08522458;0.08546872;0.08556294;0.08537918;0.08520097;0.08516373;0.08491152;0.08438582;0.08411773;0.0832553;0.0820734;0.08093959;0.07927149;0.07836776;0.07831923;0.07755722;0.07695889;0.0764129;0.07569424;0.07465853;0.07325225;0.07198208;0.07087732;0.06965465;0.06864388;0.06741685;0.06604918;0.06524868;0.06467529;0.06430593;0.06366758;0.06255224;0.06137156;0.05995094;0.05858784;0.05757324;0.05669725;0.05522027;0.05406251;0.05399071;0.05403388;0.05357672;0.05351672;0.0534747;0.05341432;0.05359995;0.05343761
L;0.0041894;0.0037949;0.0034446;0.0035759;0.0036635;0.0037949;0.0038825;0.0038387;0.0039702;0.0042771;0.0041455;0.0041894;0.0044087;0.0043209;0.004672;0.0044964;0.0047159;0.0048037;0.0049794;0.0051112;0.005331;0.0057709;0.0059029;0.0062993;0.0067843;0.0072698;0.0079327;0.0091286;0.0104612;0.0124231;0.014888;0.0179098;0.0213174;0.0255344;0.0296996;0.0339522;0.0381519;0.0425843;0.0463369;0.0491485;0.0507564;0.0517338;0.0512937;0.0509029;0.0503173;0.0499274;0.0485653;0.0478859;0.0466269;0.0451788;0.0434954;0.041962;0.04072;0.0397671;0.0382942;0.0385314;0.0393865;0.0376307;0.0383417;0.0368263;0.08348747;0.08426473;0.08547732;0.08659121;0.08762142;0.08822972;0.08861478;0.08887905;0.08947243;0.08935212;0.08921184;0.0889823;0.0886237;0.08831318;0.08747323;0.08636393;0.08536819;0.08447883;0.08324963;0.08206087;0.08167191;0.08126725;0.08070835;0.08001633;0.07929443;0.07807417;0.07656337;0.07511356;0.07366785;0.07238023;0.07143174;0.07030357;0.06905286;0.06841359;0.06791812;0.06709021;0.06612453;0.06559348;0.0648379;0.06326707;0.06135162;0.05985927;0.05877924;0.05774952;0.05665554;0.05610273;0.0557625;0.05598162;0.0562614;0.05612892;0.05587145;0.05599849;0.05562365
L;0.0034008;0.0030945;0.0027447;0.0028758;0.0027884;0.0028758;0.0029633;0.0031382;0.0034008;0.0032695;0.0034883;0.0035759;0.0038825;0.0035759;0.004014;0.0037511;0.0038825;0.0041455;0.0042771;0.0042332;0.0046281;0.0051552;0.0050673;0.0057269;0.006035;0.0065638;0.0074023;0.0087739;0.0100165;0.0121104;0.0144388;0.0176383;0.0210894;0.0253041;0.0294672;0.0334828;0.0379623;0.041962;0.0459506;0.0488082;0.0505124;0.0512937;0.0506588;0.0504636;0.0499761;0.0495378;0.0484682;0.0475466;0.046192;0.0447453;0.042728;0.0411495;0.0400052;0.0390063;0.0379623;0.0381994;0.0390538;0.0368736;0.0382468;0.036779;0.08438787;0.08530556;0.08696975;0.08833423;0.08895849;0.08976547;0.09033702;0.09055173;0.09070975;0.09067056;0.09065779;0.09037592;0.09001245;0.08926971;0.08821279;0.08732474;0.08659308;0.08594334;0.08459973;0.08329155;0.08264685;0.08214101;0.08208179;0.08156721;0.08070818;0.07929023;0.07786866;0.07690836;0.07545008;0.07405196;0.07320891;0.07212894;0.07077305;0.06959265;0.0686727;0.06770399;0.06713383;0.06689745;0.06576478;0.06378804;0.06210635;0.06093207;0.06017442;0.05922097;0.05794886;0.05700527;0.05674525;0.05680114;0.05701328;0.057071;0.05715572;0.05702757;0.05661511
L;0.0459988;0.0465786;0.0475951;0.0494891;0.0516849;0.053646;0.0557148;0.0568519;0.0572481;0.0574959;0.0576447;0.0576942;0.0576942;0.0581409;0.0586377;0.0598323;0.0615804;0.0636371;0.0662597;0.0688474;0.0715017;0.0736576;0.075359;0.0771189;0.0792507;0.082547;0.0871405;0.0938266;0.1023179;0.1129456;0.1273776;0.1453904;0.1673634;0.191654;0.2178141;0.2453459;0.2743333;0.3025091;0.3275327;0.3456309;0.3547743;0.3559555;0.35164;0.3450538;0.3381873;0.3309622;0.3222106;0.3122927;0.3009431;0.2889524;0.2755603;0.2636035;0.2521999;0.2421487;0.2340336;0.22541;0.2226457;0.2178859;0.2139588;0.2090818;0.1023596;0.1049062;0.1074127;0.1090786;0.11094;0.1124911;0.1132735;0.1136868;0.1141824;0.114413;0.1147121;0.1147699;0.1149928;0.1148563;0.1142106;0.1133268;0.1122243;0.1116511;0.1115187;0.11078;0.1099329;0.109354;0.1093982;0.1092446;0.1085323;0.1077266;0.1060928;0.1038611;0.102669;0.1016766;0.1003148;0.09930787;0.09825885;0.09746585;0.09643484;0.09497776;0.09391039;0.09333634;0.09222195;0.09072386;0.08902632;0.08664865;0.08524027;0.08444753;0.08340428;0.0826486;0.08268372;0.08252979;0.082201;0.08236513;0.08244846;0.08226971;0.08201685
L;0.0443603;0.0448898;0.0457575;0.0477889;0.0500736;0.0520274;0.0541377;0.0549748;0.0557642;0.0560111;0.0560605;0.0560111;0.0562582;0.0564066;0.0570499;0.0581409;0.059932;0.0619308;0.0643416;0.0672726;0.0699684;0.0722192;0.0738634;0.0756173;0.077586;0.0805035;0.0852867;0.0918368;0.1003436;0.1109786;0.1252863;0.1431503;0.1653886;0.1897003;0.2155967;0.2433639;0.272947;0.30103;0.32615;0.3440936;0.3532043;0.3545777;0.3506651;0.3443814;0.3375255;0.329847;0.3213906;0.3111354;0.3003357;0.2883615;0.2753965;0.2636035;0.2513469;0.2415423;0.2333641;0.2260674;0.2238075;0.2178859;0.2145278;0.2090818;0.1046801;0.1067409;0.1090727;0.1112026;0.1131807;0.1145896;0.1153477;0.1158311;0.1164462;0.1171036;0.1176687;0.1178796;0.1180651;0.1175089;0.1166121;0.1153612;0.1142269;0.1137669;0.1132349;0.1123668;0.1118846;0.1117073;0.1116069;0.1113308;0.1104017;0.1092232;0.1079409;0.1063026;0.1049037;0.1038689;0.1023785;0.1016394;0.1009949;0.09955053;0.09828761;0.09744483;0.09624323;0.09485644;0.09405021;0.09301624;0.09103943;0.08867484;0.08690675;0.08563761;0.08466564;0.08414336;0.0841521;0.08406521;0.08379962;0.08418691;0.08455028;0.08428842;0.08370964
L;0.0437835;0.0442161;0.0454198;0.047256;0.0496351;0.0517827;0.0534004;0.0546792;0.055468;0.0557642;0.0556654;0.0558135;0.0557148;0.0563571;0.0563571;0.0576942;0.0594337;0.0617305;0.0641402;0.0669685;0.0697134;0.0720141;0.0741724;0.0757207;0.077586;0.0807127;0.0854453;0.0924274;0.1007268;0.1114274;0.1256922;0.1437546;0.1658973;0.1903056;0.2164537;0.2442013;0.273762;0.3016384;0.3269791;0.3448616;0.3538905;0.3549709;0.3508599;0.3444774;0.3377145;0.3304042;0.3212086;0.3115802;0.3005092;0.2885302;0.2751509;0.2633645;0.251192;0.241997;0.2330669;0.2261404;0.2227182;0.2179576;0.2135325;0.2090818;0.1060143;0.1080667;0.1104414;0.1129525;0.1150644;0.1158829;0.1167548;0.1177165;0.1179138;0.118014;0.1187585;0.1190093;0.119088;0.1192495;0.1184018;0.1171451;0.1163974;0.1155722;0.1147476;0.1138643;0.113228;0.1128781;0.1130258;0.1127607;0.1117829;0.1106415;0.1094029;0.1077481;0.1062881;0.1053452;0.1042515;0.1028864;0.1016043;0.1006692;0.09970033;0.0984465;0.09743789;0.09637302;0.09513897;0.09411435;0.09234847;0.09012893;0.0883981;0.08713338;0.08580698;0.08510537;0.08565125;0.08563751;0.08521947;0.08543548;0.08546275;0.08533557;0.08498451
